,geneName,ensId,keggId,keggBriteId,Functional Annotation Group,Functional Annotation Subgroup,Functional Annotation,TCGA-3C-AAAU-01_BRCA,order
6393,RILP,ENSG00000167705.11,hsa:83547,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,2.2723,2.396478709479364
6394,SERPINF2,ENSG00000167711.13,hsa:5345,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.5125,0.8633675826340759
6395,SERPINF1,ENSG00000132386.10,hsa:5176,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.943,7.363369740165509
6396,RTN4RL1,ENSG00000185924.6,hsa:146760,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.449,2.6792168115051456
6397,SRR,ENSG00000167720.12,hsa:63826,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.3717,3.0245491415213905
6398,SRR,ENSG00000167720.12,hsa:63826,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.3717,3.0245491415213905
6399,SGSM2,ENSG00000141258.12,hsa:9905,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.4263,4.789417187374717
6400,SGSM2,ENSG00000141258.12,hsa:9905,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,5.4263,4.789417187374717
6401,RAP1GAP2,ENSG00000132359.13,hsa:23108,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.907,2.0702371947257068
6402,SPATA22,ENSG00000141255.12,hsa:84690,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.035,-4.467444747456526
6403,SPATA22,ENSG00000141255.12,hsa:84690,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,-4.035,-4.467444747456526
6404,ASPA,ENSG00000108381.10,hsa:443,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.3147,-1.441640610450616
6405,ASPA,ENSG00000108381.10,hsa:443,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-2.3147,-1.441640610450616
6406,TRPV3,ENSG00000167723.14,hsa:162514,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.0007,-2.5576354318357373
6407,TRPV3,ENSG00000167723.14,hsa:162514,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,1.0007,-2.5576354318357373
6408,TRPV1,ENSG00000196689.10,hsa:7442,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.2159,-1.5069847290308283
6409,TRPV1,ENSG00000196689.10,hsa:7442,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,-0.2159,-1.5069847290308283
6410,TRPV1,ENSG00000262304.1,hsa:7442,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.0535,0.746716339211104
6411,TRPV1,ENSG00000262304.1,hsa:7442,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,2.0535,0.746716339211104
6412,P2RX5,ENSG00000083454.21,hsa:5026,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.0842,-0.14351918227321842
6413,P2RX5,ENSG00000083454.21,hsa:5026,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,3.0842,-0.14351918227321842
6414,CAMKK1,ENSG00000004660.14,hsa:84254,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.5827,1.948700304225953
6415,CAMKK1,ENSG00000004660.14,hsa:84254,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.5827,1.948700304225953
6416,CAMKK1,ENSG00000004660.14,hsa:84254,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,3.5827,1.948700304225953
6417,P2RX1,ENSG00000108405.3,hsa:5023,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.9379,-1.3901391716031217
6418,P2RX1,ENSG00000108405.3,hsa:5023,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,-1.9379,-1.3901391716031217
6419,ATP2A3,ENSG00000074370.17,hsa:489,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.9463,4.190818519633373
6420,ATP2A3,ENSG00000074370.17,hsa:489,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.9463,4.190818519633373
6421,ANKFY1,ENSG00000185722.16,hsa:51479,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.1844,3.71721122381922
6422,ANKFY1,ENSG00000185722.16,hsa:51479,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,4.1844,3.71721122381922
6423,GGT6,ENSG00000167741.10,hsa:124975,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.114,2.5280323305370893
6424,GGT6,ENSG00000167741.10,hsa:124975,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-2.114,2.5280323305370893
6425,GGT6,ENSG00000167741.10,hsa:124975,1002,Genes and Proteins,Protein families: metabolism,Peptidases,-2.114,2.5280323305370893
6426,ALOX15,ENSG00000161905.12,hsa:246,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.0262,-1.4422965783695518
6427,ALOX15,ENSG00000161905.12,hsa:246,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-1.0262,-1.4422965783695518
6428,CXCL16,ENSG00000161921.14,hsa:58191,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.093,5.603196475034805
6429,CXCL16,ENSG00000161921.14,hsa:58191,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,5.093,5.603196475034805
6430,CHRNE,ENSG00000108556.7,hsa:1145,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.1811,-0.8951350562711677
6431,CHRNE,ENSG00000108556.7,hsa:1145,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,-1.1811,-0.8951350562711677
6432,GP1BA,ENSG00000185245.7,hsa:2811,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.4125,-1.5540598191498474
6433,GP1BA,ENSG00000185245.7,hsa:2811,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,0.4125,-1.5540598191498474
6434,ENO3,ENSG00000108515.17,hsa:2027,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.7077,2.3988948563286936
6435,ENO3,ENSG00000108515.17,hsa:2027,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,4.7077,2.3988948563286936
6436,ENO3,ENSG00000108515.17,hsa:2027,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.7077,2.3988948563286936
6437,ENO3,ENSG00000108515.17,hsa:2027,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,4.7077,2.3988948563286936
6438,KIF1C,ENSG00000129250.11,hsa:10749,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.9402,5.172151649065289
6439,KIF1C,ENSG00000129250.11,hsa:10749,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,4.9402,5.172151649065289
6440,SLC52A1,ENSG00000132517.14,hsa:55065,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.5735,-1.1228183399680027
6441,SLC52A1,ENSG00000132517.14,hsa:55065,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-5.5735,-1.1228183399680027
6442,USP6,ENSG00000129204.16,hsa:9098,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.0529,-2.6079037586299068
6443,USP6,ENSG00000129204.16,hsa:9098,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,-2.0529,-2.6079037586299068
6444,USP6,ENSG00000129204.16,hsa:9098,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-2.0529,-2.6079037586299068
6445,USP6,ENSG00000129204.16,hsa:9098,1002,Genes and Proteins,Protein families: metabolism,Peptidases,-2.0529,-2.6079037586299068
6446,RABEP1,ENSG00000029725.16,hsa:9135,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.134,5.342480811608275
6447,RABEP1,ENSG00000029725.16,hsa:9135,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,6.134,5.342480811608275
6448,NLRP1,ENSG00000091592.15,hsa:22861,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.5388,2.4638419459355956
6449,NLRP1,ENSG00000091592.15,hsa:22861,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,2.5388,2.4638419459355956
6450,NLRP1,ENSG00000091592.15,hsa:22861,4054,Genes and Proteins,Protein families: signaling and cellular processes,Pattern recognition receptors,2.5388,2.4638419459355956
6451,SLC13A5,ENSG00000141485.15,hsa:284111,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.035,-4.3912245376653365
6452,SLC13A5,ENSG00000141485.15,hsa:284111,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-4.035,-4.3912245376653365
6453,FBXO39,ENSG00000177294.6,hsa:162517,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.1779,-2.475591127508033
6454,FBXO39,ENSG00000177294.6,hsa:162517,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,-2.1779,-2.475591127508033
6455,TEKT1,ENSG00000167858.12,hsa:83659,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.9658,-5.562683228364829
6456,TEKT1,ENSG00000167858.12,hsa:83659,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,-9.9658,-5.562683228364829
6457,ALOX12,ENSG00000108839.11,hsa:239,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.4699,-2.741049039258777
6458,ALOX12,ENSG00000108839.11,hsa:239,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-1.4699,-2.741049039258777
6459,BCL6B,ENSG00000161940.10,hsa:255877,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.5061,2.455016043017596
6460,BCL6B,ENSG00000161940.10,hsa:255877,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.5061,2.455016043017596
6461,SLC16A13,ENSG00000174327.6,hsa:201232,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.9452,1.3710216187242266
6462,SLC16A13,ENSG00000174327.6,hsa:201232,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,1.9452,1.3710216187242266
6463,SLC16A11,ENSG00000174326.11,hsa:162515,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.9942,-1.1847668850896929
6464,SLC16A11,ENSG00000174326.11,hsa:162515,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-1.9942,-1.1847668850896929
6465,CLEC10A,ENSG00000132514.13,hsa:10462,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.2154,0.8570615426296074
6466,CLEC10A,ENSG00000132514.13,hsa:10462,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,0.2154,0.8570615426296074
6467,CLEC10A,ENSG00000132514.13,hsa:10462,4091,Genes and Proteins,Protein families: signaling and cellular processes,Lectins,0.2154,0.8570615426296074
6468,CLEC10A,ENSG00000132514.13,hsa:10462,4054,Genes and Proteins,Protein families: signaling and cellular processes,Pattern recognition receptors,0.2154,0.8570615426296074
6469,ASGR2,ENSG00000161944.16,hsa:433,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.8314,-1.5378498327140147
6470,ASGR2,ENSG00000161944.16,hsa:433,4091,Genes and Proteins,Protein families: signaling and cellular processes,Lectins,-1.8314,-1.5378498327140147
6471,ASGR1,ENSG00000141505.11,hsa:432,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.5973,-0.4636943553568507
6472,ASGR1,ENSG00000141505.11,hsa:432,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-0.5973,-0.4636943553568507
6473,ASGR1,ENSG00000141505.11,hsa:432,4091,Genes and Proteins,Protein families: signaling and cellular processes,Lectins,-0.5973,-0.4636943553568507
6474,DLG4,ENSG00000132535.18,hsa:1742,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.483,2.895927237950565
6475,DLG4,ENSG00000132535.18,hsa:1742,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,3.483,2.895927237950565
6476,CLDN7,ENSG00000181885.18,hsa:1366,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.4939,6.452998180907896
6477,CLDN7,ENSG00000181885.18,hsa:1366,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,7.4939,6.452998180907896
6478,SLC2A4,ENSG00000181856.14,hsa:6517,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.8314,-1.0933023275022347
6479,SLC2A4,ENSG00000181856.14,hsa:6517,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-1.8314,-1.0933023275022347
6480,YBX2,ENSG00000006047.12,hsa:51087,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.1813,2.0204281648461966
6481,YBX2,ENSG00000006047.12,hsa:51087,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,3.1813,2.0204281648461966
6482,ACAP1,ENSG00000072818.11,hsa:9744,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.7786,2.4372468002352745
6483,ACAP1,ENSG00000072818.11,hsa:9744,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,1.7786,2.4372468002352745
6484,ACAP1,ENSG00000072818.11,hsa:9744,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,1.7786,2.4372468002352745
6485,TNK1,ENSG00000174292.12,hsa:8711,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.6955,3.2621122440521284
6486,TNK1,ENSG00000174292.12,hsa:8711,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.6955,3.2621122440521284
6487,TNK1,ENSG00000174292.12,hsa:8711,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,4.6955,3.2621122440521284
6488,NLGN2,ENSG00000169992.9,hsa:57555,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.7421,3.015604697270586
6489,NLGN2,ENSG00000169992.9,hsa:57555,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,3.7421,3.015604697270586
6490,FGF11,ENSG00000161958.10,hsa:2256,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.7999,1.110137254707315
6491,FGF11,ENSG00000161958.10,hsa:2256,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,0.7999,1.110137254707315
6492,FGF11,ENSG00000161958.10,hsa:2256,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,0.7999,1.110137254707315
6493,CHRNB1,ENSG00000170175.10,hsa:1140,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.2019,2.925740549575554
6494,CHRNB1,ENSG00000170175.10,hsa:1140,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,2.2019,2.925740549575554
6495,ZBTB4,ENSG00000174282.11,hsa:57659,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.5085,4.554310239501695
6496,ZBTB4,ENSG00000174282.11,hsa:57659,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,5.5085,4.554310239501695
6497,TNFSF12,ENSG00000239697.10,hsa:8742,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.5097,4.633983994437017
6498,TNFSF12,ENSG00000239697.10,hsa:8742,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,5.5097,4.633983994437017
6499,TNFSF13,ENSG00000161955.16,hsa:8741,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.478,4.9166652467961205
6500,TNFSF13,ENSG00000161955.16,hsa:8741,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,5.478,4.9166652467961205
6501,TNFSF13,ENSG00000161955.16,hsa:8741,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,5.478,4.9166652467961205
6502,TNFSF13,ENSG00000161955.16,hsa:8741,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,5.478,4.9166652467961205
6503,CD68,ENSG00000129226.13,hsa:968,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.6053,6.434691053189129
6504,CD68,ENSG00000129226.13,hsa:968,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,5.6053,6.434691053189129
6505,SOX15,ENSG00000129194.7,hsa:6665,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.7346,-0.2780915786326299
6506,SOX15,ENSG00000129194.7,hsa:6665,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-0.7346,-0.2780915786326299
6507,SAT2,ENSG00000141504.11,hsa:112483,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.5008,5.60849799080402
6508,SAT2,ENSG00000141504.11,hsa:112483,1000,Genes and Proteins,Protein families: metabolism,Enzymes,6.5008,5.60849799080402
6509,ATP1B2,ENSG00000129244.8,hsa:482,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.1172,-0.37093107104871786
6510,ATP1B2,ENSG00000129244.8,hsa:482,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,-1.1172,-0.37093107104871786
6511,TP53,ENSG00000141510.15,hsa:7157,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.445,5.210386048020527
6512,TP53,ENSG00000141510.15,hsa:7157,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,5.445,5.210386048020527
6513,TP53,ENSG00000141510.15,hsa:7157,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,5.445,5.210386048020527
6514,TP53,ENSG00000141510.15,hsa:7157,3400,Genes and Proteins,Protein families: genetic information processing,DNA repair and recombination proteins,5.445,5.210386048020527
6515,EFNB3,ENSG00000108947.4,hsa:1949,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.3921,0.7159503880429403
6516,EFNB3,ENSG00000108947.4,hsa:1949,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-1.3921,0.7159503880429403
6517,EFNB3,ENSG00000108947.4,hsa:1949,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,-1.3921,0.7159503880429403
6518,DNAH2,ENSG00000183914.14,hsa:146754,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.2029,-0.8580704772866328
6519,DNAH2,ENSG00000183914.14,hsa:146754,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,0.2029,-0.8580704772866328
